__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,1000,467.988,9.052,2819.231,15.766
run_1_repetition_0,DONE,2,1000,475.209,9.441,2854.613,15.83
run_2_repetition_0,DONE,3,1000,475.418,9.09,2851.48,15.942
run_3_repetition_0,DONE,4,1000,476.877,8.928,2852.55,16.059
run_4_repetition_0,DONE,5,1000,477.068,8.69,2829.129,16.09
run_5_repetition_0,DONE,6,1000,480.552,9.417,2854.543,15.969
run_6_repetition_0,DONE,7,1000,471.396,8.945,2846.001,16.153
run_7_repetition_0,DONE,8,1000,472.372,9.217,2826.324,15.666
run_8_repetition_0,DONE,9,1000,474.093,9.151,2859.201,15.783
run_9_repetition_0,DONE,10,1000,476.572,9.497,2873.594,16.307
