__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,1000,3674.699,6.829,2889.269,45.392
run_1_repetition_0,DONE,2,1000,3674.265,6.666,2880.071,41.497
run_2_repetition_0,DONE,3,1000,3681.034,6.12,2870.365,42.661
run_3_repetition_0,DONE,4,1000,3668.155,6.519,2877.811,40.784
run_4_repetition_0,DONE,5,1000,3666.507,6.373,2881.214,41.443
run_5_repetition_0,DONE,6,1000,3681.231,6.498,2863.107,40.489
run_6_repetition_0,DONE,7,1000,3695.934,6.546,2842.758,41.356
run_7_repetition_0,DONE,8,1000,3661.098,6.39,2814.173,40.305
run_8_repetition_0,DONE,9,1000,3689.419,6.512,2812.306,40.099
run_9_repetition_0,DONE,10,1000,3673.336,4.961,2798.445,41.067
