__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,200,0.055,21.702,2959.44,8.556
run_1_repetition_0,DONE,2,200,0.041,34.085,2950.255,8.052
run_2_repetition_0,DONE,3,200,0.041,32.157,2948.473,7.875
run_3_repetition_0,DONE,4,200,0.041,20.258,2934.004,7.911
run_4_repetition_0,DONE,5,200,0.041,19.311,2963.12,8.049
run_5_repetition_0,DONE,6,200,0.042,20.484,3007.22,7.941
run_6_repetition_0,DONE,7,200,0.041,20.985,3035.764,8.073
run_7_repetition_0,DONE,8,200,0.041,20.363,3001.563,8.911
run_8_repetition_0,DONE,9,200,0.042,34.201,3000.983,8.203
run_9_repetition_0,DONE,10,200,0.042,34.403,3016.405,8.34
