__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,1000,11480.628,6.557,2803.677,275.188
run_1_repetition_0,DONE,2,1000,12011.525,6.643,2794.783,277.937
run_2_repetition_0,DONE,3,1000,11480.268,6.579,2792.563,259.555
run_3_repetition_0,DONE,4,1000,12025.727,6.213,2794.883,286.905
run_4_repetition_0,DONE,5,1000,11679.043,6.604,2793.11,268.124
run_5_repetition_0,DONE,6,1000,11728.261,6.457,2791.244,267.702
run_6_repetition_0,DONE,7,1000,11569.738,6.581,2796.163,263.718
run_7_repetition_0,DONE,8,1000,11657.977,6.738,2798.017,252.608
run_8_repetition_0,DONE,9,1000,11578.683,6.557,2795.319,280.378
run_9_repetition_0,DONE,10,1000,11897.091,6.871,2804.045,257.551
