__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,1000,843.396,5.144,2974.136,13.301
run_1_repetition_0,DONE,2,1000,837.967,2.721,3079.931,13.078
run_2_repetition_0,DONE,3,1000,842.306,5.094,3113.127,13.231
run_3_repetition_0,DONE,4,1000,838.552,5.164,3156.59,12.906
run_4_repetition_0,DONE,5,1000,851.772,4.334,3184.534,12.937
run_5_repetition_0,DONE,6,1000,837.453,5.082,3135.021,13.126
run_6_repetition_0,DONE,7,1000,836.54,4.789,3096.972,13.029
run_7_repetition_0,DONE,8,1000,846.304,4.899,3086.432,12.794
run_8_repetition_0,DONE,9,1000,842.164,3.305,3004.6,12.904
run_9_repetition_0,DONE,10,1000,822.949,4.835,2832.036,12.861
