__run_id,__done,repetition,sampling,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j
run_0_repetition_0,DONE,1,200,5665.349,7.375,2945.177,63.446
run_1_repetition_0,DONE,2,200,5615.964,6.757,2920.825,62.751
run_2_repetition_0,DONE,3,200,5631.394,6.704,2909.778,65.999
run_3_repetition_0,DONE,4,200,5613.072,6.707,2893.873,65.122
run_4_repetition_0,DONE,5,200,5623.146,6.59,2891.908,62.471
run_5_repetition_0,DONE,6,200,5590.973,6.446,2896.782,61.983
run_6_repetition_0,DONE,7,200,5726.124,6.468,2901.15,65.937
run_7_repetition_0,DONE,8,200,5661.627,6.708,2903.325,65.795
run_8_repetition_0,DONE,9,200,5730.736,6.831,2889.862,61.586
run_9_repetition_0,DONE,10,200,5660.358,6.86,2903.327,65.668
