experiment_name,repetition,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j,base_algo,optimize_method
floyd_native_experiment,3,228.137,29.169,2992.079,9.818,floyd,native
floyd_native_experiment,4,227.552,16.608,2988.185,9.774,floyd,native
floyd_native_experiment,5,225.219,18.352,2959.345,9.878,floyd,native
floyd_native_experiment,6,227.312,16.835,2954.932,9.823,floyd,native
floyd_native_experiment,7,226.181,17.118,2978.262,9.735,floyd,native
floyd_native_experiment,8,224.832,16.55,2942.623,9.789,floyd,native
floyd_native_experiment,9,225.82,18.161,2942.214,10.124,floyd,native
floyd_native_experiment,10,224.188,19.337,2957.529,9.825,floyd,native
matrix_chain_multiplication_origin_experiment,1,23918.74,7.141,2972.812,290.216,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,2,23676.353,7.072,2940.206,277.756,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,3,23798.269,6.92,2939.986,284.557,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,4,23645.952,6.998,2949.379,286.275,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,5,23654.035,6.822,2949.935,286.827,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,6,23781.314,7.11,2942.188,289.327,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,7,23739.116,6.785,2930.788,274.559,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,8,23775.716,6.797,2937.145,275.624,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,9,24063.013,6.739,2923.616,279.471,matrix_chain_multiplication,origin
matrix_chain_multiplication_origin_experiment,10,23666.357,6.819,2924.834,275.751,matrix_chain_multiplication,origin
dijkstra_object_experiment,1,5541.133,7.519,2869.863,63.125,dijkstra,object
dijkstra_object_experiment,2,5579.069,6.983,2843.411,60.565,dijkstra,object
dijkstra_object_experiment,3,5601.004,6.761,2842.369,60.776,dijkstra,object
dijkstra_object_experiment,4,5544.181,6.887,2839.284,58.897,dijkstra,object
dijkstra_object_experiment,5,5555.89,7.456,2838.862,66.658,dijkstra,object
dijkstra_object_experiment,6,5587.333,6.895,2843.86,67.47,dijkstra,object
dijkstra_object_experiment,7,5585.662,7.027,2838.781,62.049,dijkstra,object
dijkstra_object_experiment,8,5591.32,7.411,2833.355,68.796,dijkstra,object
dijkstra_object_experiment,9,5546.358,6.771,2828.242,60.191,dijkstra,object
dijkstra_object_experiment,10,5578.546,6.587,2823.237,60.431,dijkstra,object
longest_common_subsequence_code_experiment,1,2410.75,7.543,3206.669,60.724,longest_common_subsequence,code
longest_common_subsequence_code_experiment,2,2439.5,7.387,3249.894,58.14,longest_common_subsequence,code
longest_common_subsequence_code_experiment,3,2413.069,7.115,3263.074,58.821,longest_common_subsequence,code
longest_common_subsequence_code_experiment,4,2401.871,6.855,3190.525,58.736,longest_common_subsequence,code
longest_common_subsequence_code_experiment,5,2428.632,7.068,3237.383,59.346,longest_common_subsequence,code
longest_common_subsequence_code_experiment,6,2404.658,6.626,3207.177,58.763,longest_common_subsequence,code
longest_common_subsequence_code_experiment,7,2395.152,6.917,3211.425,58.569,longest_common_subsequence,code
longest_common_subsequence_code_experiment,8,2403.015,6.904,3149.863,59.029,longest_common_subsequence,code
longest_common_subsequence_code_experiment,9,2462.045,7.268,3143.975,60.442,longest_common_subsequence,code
longest_common_subsequence_code_experiment,10,2429.603,7.074,3222.741,57.241,longest_common_subsequence,code
fibonacci_origin_experiment,1,41725.594,7.823,4649.382,483.422,fibonacci,origin
fibonacci_origin_experiment,2,41881.452,7.531,4617.773,487.732,fibonacci,origin
fibonacci_origin_experiment,3,41832.34,7.399,4613.263,489.325,fibonacci,origin
fibonacci_origin_experiment,4,42199.046,7.336,4632.287,471.801,fibonacci,origin
fibonacci_origin_experiment,5,42168.35,7.492,4630.335,473.616,fibonacci,origin
fibonacci_origin_experiment,6,42085.495,7.4,4627.071,482.005,fibonacci,origin
fibonacci_origin_experiment,7,42094.946,7.473,4627.088,478.897,fibonacci,origin
fibonacci_origin_experiment,8,41854.939,7.272,4623.1,486.133,fibonacci,origin
fibonacci_origin_experiment,9,42082.207,7.784,4626.561,469.381,fibonacci,origin
fibonacci_origin_experiment,10,42143.32,7.342,4636.838,467.622,fibonacci,origin
levenshtein_distance_object_experiment,1,3837.312,7.459,2953.461,91.895,levenshtein_distance,object
levenshtein_distance_object_experiment,2,3809.667,6.93,2935.374,92.564,levenshtein_distance,object
levenshtein_distance_object_experiment,3,3853.382,7.117,2933.294,93.383,levenshtein_distance,object
levenshtein_distance_object_experiment,4,3827.564,6.965,2927.35,92.141,levenshtein_distance,object
levenshtein_distance_object_experiment,5,3829.647,7.255,2926.36,93.905,levenshtein_distance,object
levenshtein_distance_object_experiment,6,3923.642,6.804,2927.837,92.129,levenshtein_distance,object
levenshtein_distance_object_experiment,7,3922.548,7.166,2929.37,86.274,levenshtein_distance,object
levenshtein_distance_object_experiment,8,3834.795,7.128,2941.1,92.111,levenshtein_distance,object
levenshtein_distance_object_experiment,9,3984.001,6.883,2934.683,95.675,levenshtein_distance,object
levenshtein_distance_object_experiment,10,3886.61,7.213,2925.363,96.571,levenshtein_distance,object
dijkstra_origin_experiment,1,7958.949,7.488,2809.049,83.317,dijkstra,origin
dijkstra_origin_experiment,2,8144.265,6.951,2816.282,83.063,dijkstra,origin
dijkstra_origin_experiment,3,8025.95,7.219,2816.035,83.508,dijkstra,origin
dijkstra_origin_experiment,4,8130.441,7.03,2801.623,86.301,dijkstra,origin
dijkstra_origin_experiment,5,7966.596,7.037,2800.524,84.048,dijkstra,origin
dijkstra_origin_experiment,6,7986.959,7.301,2804.961,85.143,dijkstra,origin
dijkstra_origin_experiment,7,8069.663,7.342,2806.036,91.646,dijkstra,origin
dijkstra_origin_experiment,8,8055.784,7.057,2822.097,87.879,dijkstra,origin
dijkstra_origin_experiment,9,8088.24,7.574,2825.181,87.77,dijkstra,origin
dijkstra_origin_experiment,10,8123.661,7.237,2821.743,97.337,dijkstra,origin
longest_common_subsequence_native_experiment,1,571.148,14.701,3303.816,20.866,longest_common_subsequence,native
longest_common_subsequence_native_experiment,2,573.724,13.955,3349.232,19.946,longest_common_subsequence,native
longest_common_subsequence_native_experiment,3,573.597,12.686,3327.523,18.672,longest_common_subsequence,native
longest_common_subsequence_native_experiment,4,531.136,13.772,3348.728,18.694,longest_common_subsequence,native
longest_common_subsequence_native_experiment,5,540.805,13.362,3304.537,18.928,longest_common_subsequence,native
longest_common_subsequence_native_experiment,6,574.225,13.295,3207.42,18.824,longest_common_subsequence,native
longest_common_subsequence_native_experiment,7,570.584,13.462,3234.428,18.62,longest_common_subsequence,native
longest_common_subsequence_native_experiment,8,570.284,19.374,3229.825,18.374,longest_common_subsequence,native
longest_common_subsequence_native_experiment,9,572.652,13.003,3236.471,18.094,longest_common_subsequence,native
longest_common_subsequence_native_experiment,10,562.064,13.845,3209.655,19.199,longest_common_subsequence,native
rod_cutting_native_experiment,1,65.421,19.909,2957.342,11.07,rod_cutting,native
rod_cutting_native_experiment,2,64.915,30.053,3000.075,10.419,rod_cutting,native
rod_cutting_native_experiment,3,67.17,16.609,2976.346,9.926,rod_cutting,native
rod_cutting_native_experiment,4,64.389,20.235,2982.643,10.954,rod_cutting,native
rod_cutting_native_experiment,5,64.545,17.564,3000.146,9.725,rod_cutting,native
rod_cutting_native_experiment,6,64.415,29.726,3003.057,9.846,rod_cutting,native
rod_cutting_native_experiment,7,64.411,18.159,3034.171,10.12,rod_cutting,native
rod_cutting_native_experiment,8,64.364,18.378,3011.551,10.179,rod_cutting,native
rod_cutting_native_experiment,9,64.305,17.929,3029.527,9.795,rod_cutting,native
rod_cutting_native_experiment,10,64.546,18.701,3039.077,10.152,rod_cutting,native
dijkstra_network_experiment,1,7760.47,7.638,2829.025,86.641,dijkstra,network
dijkstra_network_experiment,2,7761.139,6.958,2832.515,92.581,dijkstra,network
dijkstra_network_experiment,3,7785.607,7.163,2837.677,86.243,dijkstra,network
dijkstra_network_experiment,4,7753.424,6.668,2834.789,91.781,dijkstra,network
dijkstra_network_experiment,5,7702.87,7.032,2826.522,84.341,dijkstra,network
dijkstra_network_experiment,6,7775.803,7.144,2830.501,85.222,dijkstra,network
dijkstra_network_experiment,7,7722.772,6.951,2828.523,83.535,dijkstra,network
dijkstra_network_experiment,8,7759.309,6.938,2824.282,81.91,dijkstra,network
dijkstra_network_experiment,9,7753.705,7.23,2832.483,93.036,dijkstra,network
dijkstra_network_experiment,10,7769.79,6.851,2838.86,82.424,dijkstra,network
matrix_chain_order_function_experiment,1,2268.089,7.545,2903.277,29.573,matrix_chain_order,function
matrix_chain_order_function_experiment,2,2271.533,6.156,2901.618,25.143,matrix_chain_order,function
matrix_chain_order_function_experiment,3,2279.3,6.701,2885.772,27.271,matrix_chain_order,function
matrix_chain_order_function_experiment,4,2278.7,6.577,2888.976,27.278,matrix_chain_order,function
matrix_chain_order_function_experiment,5,2312.861,6.506,2893.799,27.045,matrix_chain_order,function
matrix_chain_order_function_experiment,6,2296.696,6.629,2891.2,24.476,matrix_chain_order,function
matrix_chain_order_function_experiment,7,2265.373,6.781,2890.824,25.3,matrix_chain_order,function
matrix_chain_order_function_experiment,8,2281.449,7.471,2892.934,27.976,matrix_chain_order,function
matrix_chain_order_function_experiment,9,2300.26,6.556,2882.92,26.89,matrix_chain_order,function
matrix_chain_order_function_experiment,10,2283.307,6.575,2888.423,24.385,matrix_chain_order,function
fibonacci_native_experiment,1,359.801,7.834,2937.7,4.645,fibonacci,native
fibonacci_native_experiment,2,359.496,6.455,2932.958,4.175,fibonacci,native
fibonacci_native_experiment,3,370.603,8.247,2925.973,4.355,fibonacci,native
fibonacci_native_experiment,4,360.545,6.604,2931.067,4.183,fibonacci,native
fibonacci_native_experiment,5,358.849,6.676,2933.034,4.184,fibonacci,native
fibonacci_native_experiment,6,357.53,7.205,2921.501,4.292,fibonacci,native
fibonacci_native_experiment,7,373.499,8.725,2922.521,4.852,fibonacci,native
fibonacci_native_experiment,8,357.927,6.742,2929.993,4.037,fibonacci,native
fibonacci_native_experiment,9,358.235,6.443,2920.408,4.174,fibonacci,native
fibonacci_native_experiment,10,358.863,6.724,2926.418,4.071,fibonacci,native
fibonacci_native_function_experiment,1,0.016,21.731,3017.737,8.715,fibonacci,"native,function"
fibonacci_native_function_experiment,2,0.013,34.014,3019.489,8.035,fibonacci,"native,function"
fibonacci_native_function_experiment,3,0.012,33.856,3005.455,8.128,fibonacci,"native,function"
fibonacci_native_function_experiment,4,0.013,32.14,2986.657,8.033,fibonacci,"native,function"
fibonacci_native_function_experiment,5,0.016,34.438,2973.24,8.405,fibonacci,"native,function"
fibonacci_native_function_experiment,6,0.013,20.795,2996.784,8.243,fibonacci,"native,function"
fibonacci_native_function_experiment,7,0.013,33.717,3004.421,8.094,fibonacci,"native,function"
fibonacci_native_function_experiment,8,0.013,19.014,3004.066,7.985,fibonacci,"native,function"
fibonacci_native_function_experiment,9,0.013,18.755,3013.595,8.099,fibonacci,"native,function"
fibonacci_native_function_experiment,10,0.013,20.262,2984.638,8.221,fibonacci,"native,function"
rod_cutting_mixed_experiment,1,65.031,19.465,2955.74,10.823,rod_cutting,mixed
rod_cutting_mixed_experiment,2,65.489,17.912,3016.614,9.937,rod_cutting,mixed
rod_cutting_mixed_experiment,3,64.985,17.05,3013.46,9.728,rod_cutting,mixed
rod_cutting_mixed_experiment,4,65.296,17.731,3054.126,10.187,rod_cutting,mixed
rod_cutting_mixed_experiment,5,64.979,18.537,3024.384,9.81,rod_cutting,mixed
rod_cutting_mixed_experiment,6,65.249,18.069,3006.062,9.688,rod_cutting,mixed
rod_cutting_mixed_experiment,7,65.378,18.127,2996.352,10.147,rod_cutting,mixed
rod_cutting_mixed_experiment,8,66.088,18.257,2993.993,9.982,rod_cutting,mixed
rod_cutting_mixed_experiment,9,65.572,18.849,2974.419,10.162,rod_cutting,mixed
rod_cutting_mixed_experiment,10,64.927,16.483,2970.71,9.724,rod_cutting,mixed
matrix_chain_order_other_experiment,1,8128.928,8.42,2911.214,90.006,matrix_chain_order,other
matrix_chain_order_other_experiment,2,7990.666,8.265,2908.726,87.83,matrix_chain_order,other
matrix_chain_order_other_experiment,3,7980.735,8.462,2918.088,84.594,matrix_chain_order,other
matrix_chain_order_other_experiment,4,8006.896,8.358,2911.456,85.261,matrix_chain_order,other
matrix_chain_order_other_experiment,5,8521.431,8.281,2907.645,90.681,matrix_chain_order,other
matrix_chain_order_other_experiment,6,8005.761,8.137,2904.553,84.422,matrix_chain_order,other
matrix_chain_order_other_experiment,7,7986.255,8.358,2898.949,84.656,matrix_chain_order,other
matrix_chain_order_other_experiment,8,7965.177,8.733,2902.686,85.238,matrix_chain_order,other
matrix_chain_order_other_experiment,9,7951.441,9.742,2894.554,84.297,matrix_chain_order,other
matrix_chain_order_other_experiment,10,8007.947,8.153,2899.863,84.751,matrix_chain_order,other
floyd_other_experiment,1,336.85,20.783,2894.335,7.905,floyd,other
floyd_other_experiment,2,306.723,19.815,2888.848,6.999,floyd,other
floyd_other_experiment,3,313.422,20.35,2909.38,7.502,floyd,other
floyd_other_experiment,4,318.726,20.456,2913.313,7.391,floyd,other
floyd_other_experiment,5,315.829,19.692,2896.931,7.152,floyd,other
floyd_other_experiment,6,310.783,19.933,2895.891,7.007,floyd,other
floyd_other_experiment,7,310.935,20.03,2905.438,7.19,floyd,other
floyd_other_experiment,8,305.834,33.674,2916.573,7.15,floyd,other
floyd_other_experiment,9,321.535,20.846,2921.027,7.326,floyd,other
floyd_other_experiment,10,321.154,20.605,2914.238,7.674,floyd,other
matrix_chain_multiplication_other_experiment,1,36457.102,6.969,2924.638,759.225,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,2,36318.064,7.109,2920.968,752.353,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,3,36383.969,6.91,2926.314,751.463,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,4,36381.655,6.929,2921.725,749.937,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,5,36237.278,6.993,2929.809,755.318,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,6,36337.723,6.906,2914.589,776.147,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,7,36187.774,6.907,2910.201,744.467,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,8,39810.291,6.875,2906.396,815.38,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,9,36288.611,7.13,2911.853,749.031,matrix_chain_multiplication,other
matrix_chain_multiplication_other_experiment,10,36145.955,6.891,2907.868,781.926,matrix_chain_multiplication,other
edit_distance_other_experiment,1,47.207,31.302,2945.728,4.215,edit_distance,other
edit_distance_other_experiment,2,46.937,32.476,2959.135,4.158,edit_distance,other
edit_distance_other_experiment,3,46.404,29.115,2967.413,4.176,edit_distance,other
edit_distance_other_experiment,4,47.012,28.581,2960.281,4.124,edit_distance,other
edit_distance_other_experiment,5,46.294,29.368,2959.801,4.165,edit_distance,other
edit_distance_other_experiment,6,46.931,29.06,2960.28,4.22,edit_distance,other
edit_distance_other_experiment,7,46.88,29.236,2958.225,4.113,edit_distance,other
edit_distance_other_experiment,8,46.639,28.617,2974.84,4.096,edit_distance,other
edit_distance_other_experiment,9,46.415,28.922,2945.527,4.195,edit_distance,other
edit_distance_other_experiment,10,45.938,28.792,2951.771,4.219,edit_distance,other
fibonacci_mixed_experiment,1,358.323,7.13,2929.068,4.594,fibonacci,mixed
fibonacci_mixed_experiment,2,357.904,4.141,2939.655,4.1,fibonacci,mixed
fibonacci_mixed_experiment,3,362.184,8.784,2932.069,4.865,fibonacci,mixed
fibonacci_mixed_experiment,4,358.34,6.583,2935.939,4.095,fibonacci,mixed
fibonacci_mixed_experiment,5,358.759,6.663,2943.526,4.353,fibonacci,mixed
fibonacci_mixed_experiment,6,357.484,6.394,2930.204,4.161,fibonacci,mixed
fibonacci_mixed_experiment,7,359.16,6.803,2921.861,4.218,fibonacci,mixed
fibonacci_mixed_experiment,8,357.54,6.388,2914.784,4.122,fibonacci,mixed
fibonacci_mixed_experiment,9,357.871,6.57,2909.965,3.937,fibonacci,mixed
fibonacci_mixed_experiment,10,371.408,8.613,2923.25,4.899,fibonacci,mixed
matrix_chain_order_code_experiment,1,2289.885,6.973,2887.521,27.741,matrix_chain_order,code
matrix_chain_order_code_experiment,2,2341.429,6.839,2887.281,27.274,matrix_chain_order,code
matrix_chain_order_code_experiment,3,2287.902,6.64,2889.5,24.683,matrix_chain_order,code
matrix_chain_order_code_experiment,4,2282.048,6.654,2885.273,27.235,matrix_chain_order,code
matrix_chain_order_code_experiment,5,2313.09,6.501,2885.651,26.493,matrix_chain_order,code
matrix_chain_order_code_experiment,6,2307.304,6.608,2888.943,25.484,matrix_chain_order,code
matrix_chain_order_code_experiment,7,2282.883,7.307,2881.715,28.071,matrix_chain_order,code
matrix_chain_order_code_experiment,8,2274.246,6.605,2879.603,27.404,matrix_chain_order,code
matrix_chain_order_code_experiment,9,2275.578,6.164,2871.2,25.844,matrix_chain_order,code
matrix_chain_order_code_experiment,10,2281.742,6.684,2878.436,26.786,matrix_chain_order,code
dijkstra_native_experiment,1,1664.251,10.902,2886.842,45.687,dijkstra,native
dijkstra_native_experiment,2,1652.145,15.287,2901.146,43.035,dijkstra,native
dijkstra_native_experiment,3,1634.625,10.868,2893.938,39.312,dijkstra,native
dijkstra_native_experiment,4,1670.486,13.998,2908.592,41.7,dijkstra,native
dijkstra_native_experiment,5,1632.926,11.034,2894.273,37.973,dijkstra,native
dijkstra_native_experiment,6,1666.184,10.755,2884.32,39.704,dijkstra,native
dijkstra_native_experiment,7,1626.594,10.568,2882.98,37.685,dijkstra,native
dijkstra_native_experiment,8,1659.447,10.412,2896.967,39.178,dijkstra,native
dijkstra_native_experiment,9,1676.07,11.022,2897.926,38.722,dijkstra,native
dijkstra_native_experiment,10,1663.434,11.624,2893.908,41.0,dijkstra,native
edit_distance_code_experiment,1,1642.693,7.726,3229.957,42.783,edit_distance,code
edit_distance_code_experiment,2,1642.56,8.091,3303.952,40.566,edit_distance,code
edit_distance_code_experiment,3,1627.213,7.271,3370.794,39.755,edit_distance,code
edit_distance_code_experiment,4,1624.83,6.956,3268.499,39.541,edit_distance,code
edit_distance_code_experiment,5,1636.889,7.096,3183.011,39.944,edit_distance,code
edit_distance_code_experiment,6,1649.444,7.48,3215.339,40.109,edit_distance,code
edit_distance_code_experiment,7,1631.882,6.597,3286.554,39.844,edit_distance,code
edit_distance_code_experiment,8,1635.945,7.098,3413.814,38.116,edit_distance,code
edit_distance_code_experiment,9,1635.312,6.966,3531.167,39.099,edit_distance,code
edit_distance_code_experiment,10,1628.231,6.898,3402.514,38.33,edit_distance,code
edit_distance_code_native_experiment,1,18.284,21.172,2966.017,8.032,edit_distance,"code,native"
edit_distance_code_native_experiment,2,18.311,18.916,2955.702,7.669,edit_distance,"code,native"
edit_distance_code_native_experiment,3,18.476,20.223,2984.524,7.731,edit_distance,"code,native"
edit_distance_code_native_experiment,4,18.364,18.447,2985.31,7.676,edit_distance,"code,native"
edit_distance_code_native_experiment,5,18.325,18.797,2986.821,7.852,edit_distance,"code,native"
edit_distance_code_native_experiment,6,18.29,18.587,2981.793,7.752,edit_distance,"code,native"
edit_distance_code_native_experiment,7,18.327,20.556,2984.884,7.878,edit_distance,"code,native"
edit_distance_code_native_experiment,8,18.317,21.206,3002.113,8.428,edit_distance,"code,native"
edit_distance_code_native_experiment,9,18.291,32.52,2999.234,7.954,edit_distance,"code,native"
edit_distance_code_native_experiment,10,18.345,20.79,2995.041,7.874,edit_distance,"code,native"
matrix_chain_multiplication_object_experiment,1,15624.296,6.802,2985.752,337.754,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,2,15240.022,6.747,2929.265,334.826,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,3,15166.911,6.759,2935.764,337.182,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,4,14931.23,6.776,2934.139,335.357,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,5,15336.375,6.791,2939.078,331.049,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,6,15143.176,6.768,2934.162,327.677,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,7,15303.003,6.696,2935.18,332.071,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,8,15078.482,7.135,2935.524,345.954,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,9,15302.243,6.869,2942.591,335.782,matrix_chain_multiplication,object
matrix_chain_multiplication_object_experiment,10,15270.949,6.797,2931.984,328.62,matrix_chain_multiplication,object
longest_common_subsequence_other_experiment,1,86.233,24.437,2943.108,5.921,longest_common_subsequence,other
longest_common_subsequence_other_experiment,2,86.419,24.868,2942.354,6.036,longest_common_subsequence,other
longest_common_subsequence_other_experiment,3,85.186,23.384,2947.485,5.725,longest_common_subsequence,other
longest_common_subsequence_other_experiment,4,85.712,21.199,2954.474,5.763,longest_common_subsequence,other
longest_common_subsequence_other_experiment,5,85.883,23.273,2954.422,5.786,longest_common_subsequence,other
longest_common_subsequence_other_experiment,6,85.168,23.112,2963.729,5.478,longest_common_subsequence,other
longest_common_subsequence_other_experiment,7,85.899,23.272,2957.363,5.492,longest_common_subsequence,other
longest_common_subsequence_other_experiment,8,85.56,22.908,2940.189,5.506,longest_common_subsequence,other
longest_common_subsequence_other_experiment,9,85.545,40.621,2939.198,5.553,longest_common_subsequence,other
longest_common_subsequence_other_experiment,10,86.315,40.671,2933.992,5.71,longest_common_subsequence,other
knapsack_code_experiment,1,848.452,7.528,3251.137,15.134,knapsack,code
knapsack_code_experiment,2,840.152,7.881,3227.53,13.875,knapsack,code
knapsack_code_experiment,3,828.304,7.136,3297.189,12.052,knapsack,code
knapsack_code_experiment,4,826.654,6.332,3270.316,11.168,knapsack,code
knapsack_code_experiment,5,834.711,6.083,3335.771,12.617,knapsack,code
knapsack_code_experiment,6,831.075,6.962,3358.97,11.772,knapsack,code
knapsack_code_experiment,7,827.545,6.795,3342.086,11.708,knapsack,code
knapsack_code_experiment,8,839.789,5.506,3270.942,12.255,knapsack,code
knapsack_code_experiment,9,841.661,7.439,3258.33,12.666,knapsack,code
knapsack_code_experiment,10,835.862,5.638,3296.086,12.342,knapsack,code
floyd_native_function_experiment,1,0.009,30.118,2931.758,10.35,floyd,"native,function"
floyd_native_function_experiment,2,0.008,17.826,2956.319,9.184,floyd,"native,function"
floyd_native_function_experiment,3,0.008,17.614,2990.446,9.263,floyd,"native,function"
floyd_native_function_experiment,4,0.008,28.683,2992.833,9.086,floyd,"native,function"
floyd_native_function_experiment,5,0.008,17.975,3012.305,9.265,floyd,"native,function"
floyd_native_function_experiment,6,0.039,17.974,2961.67,9.417,floyd,"native,function"
floyd_native_function_experiment,7,0.008,17.71,2952.62,9.464,floyd,"native,function"
floyd_native_function_experiment,8,0.009,18.786,2949.236,9.587,floyd,"native,function"
floyd_native_function_experiment,9,0.008,17.642,2952.453,9.216,floyd,"native,function"
floyd_native_function_experiment,10,0.01,18.463,2959.917,9.125,floyd,"native,function"
rod_cutting_origin_experiment,1,3691.707,7.215,2933.884,46.761,rod_cutting,origin
rod_cutting_origin_experiment,2,3826.097,6.705,2898.082,42.762,rod_cutting,origin
rod_cutting_origin_experiment,3,3707.331,7.327,2899.103,44.763,rod_cutting,origin
rod_cutting_origin_experiment,4,3678.198,6.986,2908.93,43.197,rod_cutting,origin
rod_cutting_origin_experiment,5,3716.829,6.903,2912.167,42.982,rod_cutting,origin
rod_cutting_origin_experiment,6,3699.282,6.712,2916.288,43.161,rod_cutting,origin
rod_cutting_origin_experiment,7,3710.505,6.919,2907.931,44.066,rod_cutting,origin
rod_cutting_origin_experiment,8,3693.642,7.046,2916.992,43.305,rod_cutting,origin
rod_cutting_origin_experiment,9,3689.449,6.698,2906.341,42.327,rod_cutting,origin
rod_cutting_origin_experiment,10,3690.005,6.788,2903.184,43.439,rod_cutting,origin
knapsack_origin_experiment,1,2692.051,7.965,3131.727,35.926,knapsack,origin
knapsack_origin_experiment,2,2675.497,7.158,3087.924,32.38,knapsack,origin
knapsack_origin_experiment,3,2675.86,6.939,3079.176,33.001,knapsack,origin
knapsack_origin_experiment,4,2685.554,7.361,3190.442,32.319,knapsack,origin
knapsack_origin_experiment,5,2676.933,6.445,3142.259,32.611,knapsack,origin
knapsack_origin_experiment,6,2676.755,6.481,3099.565,32.336,knapsack,origin
knapsack_origin_experiment,7,2684.509,7.028,3157.86,35.44,knapsack,origin
knapsack_origin_experiment,8,2696.394,8.06,3132.96,36.272,knapsack,origin
knapsack_origin_experiment,9,2670.148,6.993,3113.582,34.606,knapsack,origin
knapsack_origin_experiment,10,2695.863,7.011,3187.71,36.203,knapsack,origin
matrix_chain_order_mixed_experiment,1,1006.959,13.91,2949.947,21.537,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,2,1050.84,13.146,2979.604,19.494,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,3,1007.577,13.158,3022.352,18.89,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,4,1021.45,13.323,2990.056,18.525,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,5,1016.581,14.16,2969.262,19.434,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,6,1000.179,13.529,2947.271,19.815,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,7,1020.232,12.944,2946.045,18.821,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,8,1017.945,13.579,2958.266,18.137,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,9,1025.436,14.728,3004.834,19.377,matrix_chain_order,mixed
matrix_chain_order_mixed_experiment,10,1002.317,13.543,2979.237,18.647,matrix_chain_order,mixed
rod_cutting_code_experiment,1,3711.368,7.374,2912.8,42.949,rod_cutting,code
rod_cutting_code_experiment,2,3673.743,7.622,2914.668,44.772,rod_cutting,code
rod_cutting_code_experiment,3,3668.28,6.801,2909.1,43.599,rod_cutting,code
rod_cutting_code_experiment,4,3670.386,6.761,2907.109,43.052,rod_cutting,code
rod_cutting_code_experiment,5,3726.928,6.892,2912.751,40.804,rod_cutting,code
rod_cutting_code_experiment,6,3691.936,6.846,2926.769,44.255,rod_cutting,code
rod_cutting_code_experiment,7,3666.204,6.321,2922.759,44.901,rod_cutting,code
rod_cutting_code_experiment,8,3684.909,7.151,2911.432,44.48,rod_cutting,code
rod_cutting_code_experiment,9,3697.904,6.847,2918.433,41.808,rod_cutting,code
rod_cutting_code_experiment,10,3704.014,6.912,2911.512,42.19,rod_cutting,code
knapsack_code_native_experiment,1,15.296,22.467,2931.198,8.698,knapsack,"code,native"
knapsack_code_native_experiment,2,15.37,21.092,2950.368,8.233,knapsack,"code,native"
knapsack_code_native_experiment,3,15.244,33.368,2952.447,8.368,knapsack,"code,native"
knapsack_code_native_experiment,4,16.309,20.822,2953.834,8.179,knapsack,"code,native"
knapsack_code_native_experiment,5,15.329,34.526,2958.134,8.119,knapsack,"code,native"
knapsack_code_native_experiment,6,15.312,20.778,2982.841,7.759,knapsack,"code,native"
knapsack_code_native_experiment,7,15.452,21.015,2982.721,8.201,knapsack,"code,native"
knapsack_code_native_experiment,8,15.785,18.605,2972.027,7.746,knapsack,"code,native"
knapsack_code_native_experiment,9,15.8,33.893,3000.208,8.112,knapsack,"code,native"
knapsack_code_native_experiment,10,15.349,34.329,3006.475,8.129,knapsack,"code,native"
edit_distance_native_function_experiment,1,0.009,21.112,2982.998,8.214,edit_distance,"native,function"
edit_distance_native_function_experiment,2,0.009,17.979,3028.385,7.698,edit_distance,"native,function"
