experiment_name,repetition,execution_time_ms,cpu_usage_percent,memory_usage_mb,cpu_energy_j,base_algo,optimize_method
edit_distance_native_function_experiment,3,0.008,20.527,3097.944,7.719,edit_distance,"native,function"
edit_distance_native_function_experiment,4,0.012,19.298,3067.466,7.866,edit_distance,"native,function"
edit_distance_native_function_experiment,5,0.01,20.41,3033.049,7.934,edit_distance,"native,function"
edit_distance_native_function_experiment,6,0.01,20.25,3075.879,7.798,edit_distance,"native,function"
edit_distance_native_function_experiment,7,0.009,20.181,3073.138,7.84,edit_distance,"native,function"
edit_distance_native_function_experiment,8,0.008,33.762,3151.774,7.639,edit_distance,"native,function"
edit_distance_native_function_experiment,9,0.008,19.916,3138.569,7.505,edit_distance,"native,function"
edit_distance_native_function_experiment,10,0.009,33.984,3141.206,7.769,edit_distance,"native,function"
dijkstra_mixed_experiment,1,45.566,6.976,2828.562,1.621,dijkstra,mixed
dijkstra_mixed_experiment,2,46.834,6.472,2832.483,1.682,dijkstra,mixed
dijkstra_mixed_experiment,3,47.677,6.319,2832.969,1.536,dijkstra,mixed
dijkstra_mixed_experiment,4,45.232,6.26,2832.44,1.75,dijkstra,mixed
dijkstra_mixed_experiment,5,44.654,5.821,2830.695,1.402,dijkstra,mixed
dijkstra_mixed_experiment,6,47.648,3.713,2845.48,1.517,dijkstra,mixed
dijkstra_mixed_experiment,7,45.245,5.889,2842.957,1.553,dijkstra,mixed
dijkstra_mixed_experiment,8,46.054,6.76,2843.651,1.921,dijkstra,mixed
dijkstra_mixed_experiment,9,44.553,6.371,2845.995,1.42,dijkstra,mixed
dijkstra_mixed_experiment,10,45.151,5.843,2839.366,1.601,dijkstra,mixed
dijkstra_code_experiment,1,70.497,8.221,2840.376,2.364,dijkstra,code
dijkstra_code_experiment,2,71.559,7.636,2834.828,2.325,dijkstra,code
dijkstra_code_experiment,3,70.92,6.824,2833.454,2.233,dijkstra,code
dijkstra_code_experiment,4,69.655,7.053,2845.328,2.311,dijkstra,code
dijkstra_code_experiment,5,74.143,7.7,2848.329,2.53,dijkstra,code
dijkstra_code_experiment,6,70.823,6.998,2842.845,2.129,dijkstra,code
dijkstra_code_experiment,7,71.49,7.242,2842.483,2.083,dijkstra,code
dijkstra_code_experiment,8,72.557,4.745,2836.021,2.405,dijkstra,code
dijkstra_code_experiment,9,70.501,5.255,2834.435,2.392,dijkstra,code
dijkstra_code_experiment,10,70.419,7.28,2841.928,2.448,dijkstra,code
edit_distance_function_experiment,1,1659.395,8.209,3327.057,23.562,edit_distance,function
edit_distance_function_experiment,2,1656.432,6.643,3257.072,19.546,edit_distance,function
edit_distance_function_experiment,3,1658.84,6.866,3211.615,19.2,edit_distance,function
edit_distance_function_experiment,4,1707.456,7.917,3195.287,20.976,edit_distance,function
edit_distance_function_experiment,5,1676.672,5.979,3305.971,19.317,edit_distance,function
edit_distance_function_experiment,6,1637.044,6.885,3404.428,19.399,edit_distance,function
edit_distance_function_experiment,7,1641.838,7.027,3476.583,20.024,edit_distance,function
edit_distance_function_experiment,8,1669.031,9.533,3419.572,24.572,edit_distance,function
edit_distance_function_experiment,9,1672.06,6.791,3462.021,20.605,edit_distance,function
edit_distance_function_experiment,10,1643.592,7.137,3402.993,19.513,edit_distance,function
edit_distance_object_experiment,1,1604.17,8.328,3025.518,21.959,edit_distance,object
edit_distance_object_experiment,2,1602.171,6.01,2980.005,20.308,edit_distance,object
edit_distance_object_experiment,3,1561.379,6.776,2947.845,18.483,edit_distance,object
edit_distance_object_experiment,4,1586.199,7.998,2952.169,21.537,edit_distance,object
edit_distance_object_experiment,5,1558.976,6.596,2938.16,18.558,edit_distance,object
edit_distance_object_experiment,6,1567.627,6.793,2939.101,18.474,edit_distance,object
edit_distance_object_experiment,7,1574.511,6.823,2926.281,19.069,edit_distance,object
edit_distance_object_experiment,8,1565.049,6.514,2928.805,18.275,edit_distance,object
edit_distance_object_experiment,9,1576.688,6.97,2922.956,19.196,edit_distance,object
edit_distance_object_experiment,10,1713.905,6.609,2919.261,20.493,edit_distance,object
dijkstra_function_experiment,1,55.529,5.154,2824.404,2.204,dijkstra,function
dijkstra_function_experiment,2,53.538,6.58,2830.035,1.617,dijkstra,function
dijkstra_function_experiment,3,56.389,3.894,2847.421,1.542,dijkstra,function
dijkstra_function_experiment,4,54.694,6.055,2845.41,1.724,dijkstra,function
dijkstra_function_experiment,5,61.761,4.657,2847.174,1.543,dijkstra,function
dijkstra_function_experiment,6,54.077,5.71,2839.674,1.512,dijkstra,function
dijkstra_function_experiment,7,56.395,6.131,2834.555,1.572,dijkstra,function
dijkstra_function_experiment,8,55.808,4.162,2840.823,1.923,dijkstra,function
dijkstra_function_experiment,9,55.143,6.428,2866.629,1.694,dijkstra,function
dijkstra_function_experiment,10,56.091,6.346,2863.422,1.518,dijkstra,function
knapsack_object_experiment,1,600.89,6.118,2941.876,8.916,knapsack,object
knapsack_object_experiment,2,597.007,6.716,2926.401,8.024,knapsack,object
knapsack_object_experiment,3,613.209,6.601,2906.018,8.064,knapsack,object
knapsack_object_experiment,4,588.801,6.623,2909.966,7.254,knapsack,object
knapsack_object_experiment,5,600.441,6.159,2902.519,8.015,knapsack,object
knapsack_object_experiment,6,591.177,7.168,2885.667,8.309,knapsack,object
knapsack_object_experiment,7,599.495,6.838,2890.938,8.318,knapsack,object
knapsack_object_experiment,8,606.158,5.594,2898.343,8.292,knapsack,object
knapsack_object_experiment,9,587.769,6.959,2898.455,7.925,knapsack,object
knapsack_object_experiment,10,594.262,7.2,2901.141,8.495,knapsack,object
levenshtein_distance_code_experiment,1,3959.791,7.328,2936.537,87.795,levenshtein_distance,code
levenshtein_distance_code_experiment,2,3871.525,7.191,2936.052,86.821,levenshtein_distance,code
levenshtein_distance_code_experiment,3,3854.696,7.044,2926.924,92.67,levenshtein_distance,code
levenshtein_distance_code_experiment,4,3926.482,6.695,2935.668,94.111,levenshtein_distance,code
levenshtein_distance_code_experiment,5,3911.813,7.037,2929.127,85.877,levenshtein_distance,code
levenshtein_distance_code_experiment,6,3985.211,6.947,2930.353,89.802,levenshtein_distance,code
levenshtein_distance_code_experiment,7,3864.432,7.1,2933.118,92.739,levenshtein_distance,code
levenshtein_distance_code_experiment,8,3837.974,7.035,2936.266,92.389,levenshtein_distance,code
levenshtein_distance_code_experiment,9,3825.448,7.078,2924.981,93.068,levenshtein_distance,code
levenshtein_distance_code_experiment,10,3858.579,6.979,2926.505,92.572,levenshtein_distance,code
knapsack_mixed_experiment,1,17.151,21.086,2965.801,8.19,knapsack,mixed
knapsack_mixed_experiment,2,15.314,32.546,2979.133,8.321,knapsack,mixed
knapsack_mixed_experiment,3,15.366,33.747,2969.147,7.981,knapsack,mixed
knapsack_mixed_experiment,4,15.312,20.771,2949.175,8.204,knapsack,mixed
knapsack_mixed_experiment,5,15.358,18.673,2933.148,7.841,knapsack,mixed
knapsack_mixed_experiment,6,15.24,21.418,2943.242,8.58,knapsack,mixed
knapsack_mixed_experiment,7,15.348,20.551,2949.759,8.455,knapsack,mixed
knapsack_mixed_experiment,8,15.283,21.452,2962.868,8.503,knapsack,mixed
knapsack_mixed_experiment,9,15.275,20.182,2977.005,7.827,knapsack,mixed
knapsack_mixed_experiment,10,15.246,19.146,2954.996,8.0,knapsack,mixed
rod_cutting_other_experiment,1,1386.976,14.987,2936.02,17.389,rod_cutting,other
rod_cutting_other_experiment,2,1294.031,12.753,2947.322,16.33,rod_cutting,other
rod_cutting_other_experiment,3,1286.905,12.947,2955.225,15.318,rod_cutting,other
rod_cutting_other_experiment,4,1284.549,13.699,2949.984,15.074,rod_cutting,other
rod_cutting_other_experiment,5,1318.284,13.332,2933.953,14.695,rod_cutting,other
rod_cutting_other_experiment,6,1309.57,13.588,2942.529,16.187,rod_cutting,other
rod_cutting_other_experiment,7,1314.956,13.574,2940.744,14.817,rod_cutting,other
rod_cutting_other_experiment,8,1315.608,20.449,2945.536,14.711,rod_cutting,other
rod_cutting_other_experiment,9,1307.693,13.407,2936.43,14.935,rod_cutting,other
rod_cutting_other_experiment,10,1311.936,20.238,2941.234,14.62,rod_cutting,other
floyd_code_native_experiment,1,101.918,19.364,2929.609,10.843,floyd,"code,native"
floyd_code_native_experiment,2,102.976,18.056,2952.533,10.037,floyd,"code,native"
floyd_code_native_experiment,3,102.295,18.667,2978.675,9.947,floyd,"code,native"
floyd_code_native_experiment,4,103.779,17.787,2965.833,9.89,floyd,"code,native"
floyd_code_native_experiment,5,102.412,18.009,2945.688,10.111,floyd,"code,native"
floyd_code_native_experiment,6,102.019,18.185,2939.885,9.971,floyd,"code,native"
floyd_code_native_experiment,7,102.031,29.431,2923.803,10.281,floyd,"code,native"
floyd_code_native_experiment,8,101.951,18.521,2917.304,9.661,floyd,"code,native"
floyd_code_native_experiment,9,102.03,18.421,2921.865,10.247,floyd,"code,native"
floyd_code_native_experiment,10,101.958,18.204,2902.29,9.715,floyd,"code,native"
levenshtein_distance_mixed_experiment,1,51.159,19.009,2970.884,10.474,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,2,51.211,19.453,2987.784,9.502,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,3,51.531,18.136,2980.753,9.819,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,4,51.212,18.509,3011.102,9.042,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,5,51.222,18.287,3004.076,9.533,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,6,51.251,18.783,3045.684,9.02,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,7,51.233,17.828,3030.292,8.86,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,8,51.109,19.261,3035.822,9.132,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,9,51.257,19.001,3013.61,8.922,levenshtein_distance,mixed
levenshtein_distance_mixed_experiment,10,51.174,28.808,3009.146,8.733,levenshtein_distance,mixed
edit_distance_mixed_experiment,1,182.622,18.092,3004.162,12.625,edit_distance,mixed
edit_distance_mixed_experiment,2,170.735,16.439,3021.849,10.804,edit_distance,mixed
edit_distance_mixed_experiment,3,181.848,16.703,3025.869,11.334,edit_distance,mixed
edit_distance_mixed_experiment,4,180.941,16.61,3054.791,11.045,edit_distance,mixed
edit_distance_mixed_experiment,5,176.884,26.311,3058.395,11.416,edit_distance,mixed
edit_distance_mixed_experiment,6,181.491,26.412,3000.845,11.168,edit_distance,mixed
edit_distance_mixed_experiment,7,182.371,17.072,2984.69,11.936,edit_distance,mixed
edit_distance_mixed_experiment,8,171.369,15.247,2984.981,11.399,edit_distance,mixed
edit_distance_mixed_experiment,9,175.967,16.817,2950.526,11.495,edit_distance,mixed
edit_distance_mixed_experiment,10,181.783,16.006,2948.049,11.007,edit_distance,mixed
fibonacci_code_native_experiment,1,0.055,21.702,2959.44,8.556,fibonacci,"code,native"
fibonacci_code_native_experiment,2,0.041,34.085,2950.255,8.052,fibonacci,"code,native"
fibonacci_code_native_experiment,3,0.041,32.157,2948.473,7.875,fibonacci,"code,native"
fibonacci_code_native_experiment,4,0.041,20.258,2934.004,7.911,fibonacci,"code,native"
fibonacci_code_native_experiment,5,0.041,19.311,2963.12,8.049,fibonacci,"code,native"
fibonacci_code_native_experiment,6,0.042,20.484,3007.22,7.941,fibonacci,"code,native"
fibonacci_code_native_experiment,7,0.041,20.985,3035.764,8.073,fibonacci,"code,native"
fibonacci_code_native_experiment,8,0.041,20.363,3001.563,8.911,fibonacci,"code,native"
fibonacci_code_native_experiment,9,0.042,34.201,3000.983,8.203,fibonacci,"code,native"
fibonacci_code_native_experiment,10,0.042,34.403,3016.405,8.34,fibonacci,"code,native"
levenshtein_distance_other_experiment,1,92.583,41.33,2941.183,7.383,levenshtein_distance,other
levenshtein_distance_other_experiment,2,91.462,23.495,2950.319,6.82,levenshtein_distance,other
levenshtein_distance_other_experiment,3,90.204,23.877,2943.928,6.649,levenshtein_distance,other
levenshtein_distance_other_experiment,4,89.906,23.797,2951.34,6.695,levenshtein_distance,other
levenshtein_distance_other_experiment,5,96.041,23.15,2943.268,6.629,levenshtein_distance,other
levenshtein_distance_other_experiment,6,90.294,23.73,2955.393,6.966,levenshtein_distance,other
levenshtein_distance_other_experiment,7,96.825,23.543,2952.347,6.633,levenshtein_distance,other
levenshtein_distance_other_experiment,8,89.536,23.501,2971.104,6.412,levenshtein_distance,other
levenshtein_distance_other_experiment,9,89.118,23.45,2959.587,6.379,levenshtein_distance,other
levenshtein_distance_other_experiment,10,90.175,21.571,2944.488,6.309,levenshtein_distance,other
matrix_chain_multiplication_native_experiment,1,113.194,16.626,2993.878,9.965,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,2,112.036,18.043,3010.969,10.472,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,3,112.569,19.104,3031.091,10.589,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,4,110.249,18.396,3065.757,10.784,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,5,110.435,18.593,3063.247,10.996,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,6,110.459,29.242,3016.682,10.747,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,7,111.278,29.864,3054.484,10.385,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,8,110.265,29.495,3037.046,10.533,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,9,111.875,27.895,3020.15,10.694,matrix_chain_multiplication,native
matrix_chain_multiplication_native_experiment,10,112.444,17.952,3057.658,10.512,matrix_chain_multiplication,native
longest_common_subsequence_origin_experiment,1,2505.756,7.38,3285.761,68.549,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,2,2503.772,7.425,3341.118,66.381,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,3,2537.009,7.125,3350.315,65.034,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,4,2526.89,7.139,3373.723,64.443,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,5,2510.993,7.117,3330.687,64.102,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,6,2472.613,6.937,3324.443,64.603,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,7,2503.92,7.105,3371.166,64.839,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,8,2536.295,7.154,3325.672,64.79,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,9,2542.347,7.475,3326.335,65.388,longest_common_subsequence,origin
longest_common_subsequence_origin_experiment,10,2478.858,7.41,3338.726,66.132,longest_common_subsequence,origin
floyd_object_experiment,1,5879.939,7.581,2925.626,70.518,floyd,object
floyd_object_experiment,2,5937.523,7.029,2901.083,66.731,floyd,object
floyd_object_experiment,3,5944.903,6.998,2893.108,67.006,floyd,object
floyd_object_experiment,4,5885.561,6.94,2887.724,69.299,floyd,object
floyd_object_experiment,5,5942.719,7.3,2883.291,67.72,floyd,object
floyd_object_experiment,6,5935.352,7.2,2882.605,68.055,floyd,object
floyd_object_experiment,7,5913.358,7.108,2890.227,68.813,floyd,object
floyd_object_experiment,8,5908.442,7.176,2889.125,68.6,floyd,object
floyd_object_experiment,9,5914.932,6.957,2886.939,67.773,floyd,object
floyd_object_experiment,10,5907.024,7.251,2887.361,70.041,floyd,object
floyd_function_experiment,1,5914.922,7.408,2886.511,68.698,floyd,function
floyd_function_experiment,2,5940.507,7.197,2897.621,70.829,floyd,function
floyd_function_experiment,3,5877.982,6.617,2878.471,67.774,floyd,function
floyd_function_experiment,4,6077.011,7.153,2881.4,69.698,floyd,function
floyd_function_experiment,5,5899.206,7.359,2881.945,67.512,floyd,function
floyd_function_experiment,6,5882.271,6.916,2875.102,66.063,floyd,function
floyd_function_experiment,7,5882.545,6.578,2880.527,67.264,floyd,function
floyd_function_experiment,8,5882.55,6.889,2866.6,66.07,floyd,function
floyd_function_experiment,9,5879.566,6.874,2873.068,67.481,floyd,function
floyd_function_experiment,10,5865.035,6.992,2876.275,67.171,floyd,function
knapsack_function_experiment,1,900.202,6.356,3161.272,11.719,knapsack,function
knapsack_function_experiment,2,898.696,7.338,3184.363,10.841,knapsack,function
knapsack_function_experiment,3,890.789,6.692,3205.142,10.602,knapsack,function
knapsack_function_experiment,4,897.966,6.727,3147.761,10.554,knapsack,function
knapsack_function_experiment,5,902.0,6.873,3091.194,10.642,knapsack,function
knapsack_function_experiment,6,893.335,6.754,3181.957,10.989,knapsack,function
knapsack_function_experiment,7,888.564,7.246,3171.019,10.798,knapsack,function
knapsack_function_experiment,8,892.81,6.653,3159.564,10.706,knapsack,function
knapsack_function_experiment,9,888.708,6.672,3145.636,10.732,knapsack,function
knapsack_function_experiment,10,893.206,7.159,3138.926,10.657,knapsack,function
edit_distance_native_experiment,1,170.527,17.728,3264.427,12.964,edit_distance,native
edit_distance_native_experiment,2,190.019,17.167,3268.595,11.736,edit_distance,native
edit_distance_native_experiment,3,190.421,26.846,3219.081,11.741,edit_distance,native
edit_distance_native_experiment,4,189.317,16.817,3173.416,12.168,edit_distance,native
edit_distance_native_experiment,5,189.095,16.356,3186.062,11.398,edit_distance,native
edit_distance_native_experiment,6,189.051,15.161,3229.45,11.453,edit_distance,native
edit_distance_native_experiment,7,190.025,16.681,3207.789,11.571,edit_distance,native
edit_distance_native_experiment,8,189.137,17.065,3112.861,11.691,edit_distance,native
edit_distance_native_experiment,9,189.122,26.044,3130.31,11.284,edit_distance,native
edit_distance_native_experiment,10,191.77,26.711,3111.27,11.613,edit_distance,native
